Date,HomeTeam,AwayTeam,BetSide,Odds,Profit,FactorValue
2024-02-02T16:00:00.000Z,Everton,Tottenham,away,1.85,0,-5.333333333333332
2023-05-27T16:00:00.000Z,Brentford,Manchester City,away,1.85,-100,-5.333333333333333
2023-08-25T16:00:00.000Z,Bournemouth,Tottenham,away,2.19,119,-5.343283582089552
2023-11-26T16:00:00.000Z,Everton,Manchester Utd,away,1.84,84.00000000000001,-5.3538461538461535
2023-05-15T16:00:00.000Z,Leicester,Liverpool,away,1.82,82,-5.3580246913580245
2024-11-29T16:00:00.000Z,Crystal Palace,Newcastle,away,1.9,0,-5.468013468013467
2022-10-20T16:00:00.000Z,Leicester,Leeds,away,1.88,-100,-5.519230769230769
2022-10-15T16:00:00.000Z,Aston Villa,Chelsea,away,2.19,119,-5.548051948051948
2024-04-05T16:00:00.000Z,Fulham,Newcastle,away,2.04,104,-5.580357142857142
2024-12-08T16:00:00.000Z,Tottenham,Chelsea,away,1.88,87.99999999999999,-5.611510791366906
2022-08-30T16:00:00.000Z,Fulham,Brighton,away,1.94,-100,-5.651612903225806
2023-03-17T16:00:00.000Z,Southampton,Tottenham,away,1.95,0,-5.661538461538462
2024-09-14T16:00:00.000Z,Tottenham,Arsenal,away,1.86,86.00000000000001,-5.677685950413223
2024-11-08T16:00:00.000Z,Crystal Palace,Fulham,away,1.95,95,-5.691275167785235
2023-11-03T16:00:00.000Z,Everton,Brighton,away,2.04,0,-5.7272727272727275
2022-12-30T16:00:00.000Z,Wolves,Manchester Utd,away,2.09,108.99999999999999,-5.733333333333333
2023-08-18T16:00:00.000Z,Wolves,Brighton,away,2,100,-5.747368421052632
2023-12-26T16:00:00.000Z,Manchester Utd,Aston Villa,away,2.07,-100,-5.762331838565022
2022-08-26T16:00:00.000Z,Brighton,Leeds,away,1.92,-100,-5.786163522012577
2023-02-10T16:00:00.000Z,Leicester,Tottenham,away,1.76,-100,-5.846153846153846
2024-08-30T16:00:00.000Z,Ipswich,Fulham,away,1.96,0,-5.909407665505226
2023-02-24T16:00:00.000Z,Everton,Aston Villa,away,2.08,108,-5.92436974789916
2022-12-25T16:00:00.000Z,Leicester,Newcastle,away,1.79,79,-5.938461538461539
2023-05-07T16:00:00.000Z,West Ham,Manchester Utd,away,1.71,-100,-5.943283582089552
2023-04-08T16:00:00.000Z,Liverpool,Arsenal,away,1.79,0,-5.992217898832686
2024-08-30T16:00:00.000Z,Arsenal,Brighton,away,1.68,0,-6
2023-09-01T16:00:00.000Z,Luton,West Ham,away,1.87,87.00000000000001,-6.035955056179776
2023-04-27T16:00:00.000Z,Southampton,Bournemouth,away,2.11,110.99999999999999,-6.052631578947368
2024-01-14T16:00:00.000Z,Manchester Utd,Tottenham,away,2.02,0,-6.072538860103628
2024-10-18T16:00:00.000Z,Manchester Utd,Brentford,away,1.84,-100,-6.10738255033557
2025-04-04T16:00:00.000Z,Everton,Arsenal,away,2.28,0,-6.1116883116883125
2024-04-24T16:00:00.000Z,Crystal Palace,Newcastle,away,1.88,-100,-6.143344709897611
2022-10-14T16:00:00.000Z,Leicester,Crystal Palace,away,1.78,0,-6.153846153846155
2022-11-04T16:00:00.000Z,Wolves,Brighton,away,1.77,77,-6.217391304347825
2023-12-16T16:00:00.000Z,Burnley,Everton,away,1.85,85.00000000000001,-6.21875
2024-04-13T16:00:00.000Z,Bournemouth,Manchester Utd,away,1.94,0,-6.236842105263158
2023-04-04T16:00:00.000Z,Leeds,Nottingham Forest,away,1.99,-100,-6.258064516129032
2023-04-27T16:00:00.000Z,Everton,Newcastle,away,2.1,110.00000000000001,-6.296296296296297
2024-03-01T16:00:00.000Z,Everton,West Ham,away,1.99,99,-6.331658291457287
2023-08-26T16:00:00.000Z,Newcastle,Liverpool,away,1.87,87.00000000000001,-6.350710900473935
2024-05-03T16:00:00.000Z,Burnley,Newcastle,away,2.09,108.99999999999999,-6.363636363636364
2023-05-27T16:00:00.000Z,Leicester,West Ham,away,2.05,-100,-6.421052631578947
2023-12-30T16:00:00.000Z,Nottingham Forest,Manchester Utd,away,1.8,-100,-6.426229508196721
2023-10-07T16:00:00.000Z,Wolves,Aston Villa,away,1.77,0,-6.430769230769231
2024-12-30T16:00:00.000Z,Manchester Utd,Newcastle,away,1.82,82,-6.444444444444444
2025-02-22T16:00:00.000Z,Aston Villa,Chelsea,away,1.99,-100,-6.469565217391304
2025-04-05T16:00:00.000Z,Brentford,Chelsea,away,2.04,0,-6.490566037735849
2023-09-15T16:00:00.000Z,Aston Villa,Crystal Palace,away,1.72,-100,-6.514285714285713
2025-05-17T16:00:00.000Z,West Ham,Nottingham Forest,away,2.05,104.99999999999999,-6.534798534798535
2022-11-11T16:00:00.000Z,Nottingham Forest,Crystal Palace,away,1.98,-100,-6.57
2024-09-28T16:00:00.000Z,Ipswich,Aston Villa,away,2.2,0,-6.591549295774648
2024-03-29T16:00:00.000Z,Newcastle,West Ham,away,1.87,-100,-6.676829268292683
2023-11-24T16:00:00.000Z,Burnley,West Ham,away,1.82,82,-6.771874999999999
2025-05-03T16:00:00.000Z,Chelsea,Liverpool,away,1.9,-100,-6.78921568627451
2024-12-05T16:00:00.000Z,Fulham,Brighton,away,1.88,-100,-6.799999999999999
2025-01-24T16:00:00.000Z,Bournemouth,Nottingham Forest,away,2.11,-100,-6.80628272251309
2025-02-01T16:00:00.000Z,Wolves,Aston Villa,away,1.98,-100,-6.830935251798561
2024-09-14T16:00:00.000Z,Wolves,Newcastle,away,1.72,72,-6.9375
2025-01-06T16:00:00.000Z,Wolves,Nottingham Forest,away,1.67,67,-6.962162162162163
2024-02-03T16:00:00.000Z,Manchester Utd,West Ham,away,1.96,-100,-6.971830985915494
2023-02-11T16:00:00.000Z,Leeds,Manchester Utd,away,2.14,114.00000000000001,-6.9802816901408455
2025-03-14T16:00:00.000Z,Ipswich,Nottingham Forest,away,2.16,116.00000000000001,-7.039999999999999
2024-11-03T16:00:00.000Z,Manchester Utd,Chelsea,away,1.93,0,-7.08974358974359
2022-09-03T16:00:00.000Z,Manchester Utd,Arsenal,away,1.91,-100,-7.232365145228216
2022-10-08T16:00:00.000Z,Crystal Palace,Leeds,away,2.09,-100,-7.234042553191489
2023-04-03T16:00:00.000Z,Everton,Tottenham,away,1.77,0,-7.234782608695651
2022-12-25T16:00:00.000Z,Southampton,Brighton,away,1.8,80,-7.236923076923077
2023-12-16T16:00:00.000Z,Brentford,Aston Villa,away,1.95,95,-7.241379310344827
2023-04-14T16:00:00.000Z,Southampton,Crystal Palace,away,1.82,82,-7.2835820895522385
2023-09-01T16:00:00.000Z,Burnley,Tottenham,away,2.16,116.00000000000001,-7.375
2022-09-16T16:00:00.000Z,Nottingham Forest,Fulham,away,2.1,110.00000000000001,-7.3963636363636365
2022-11-05T16:00:00.000Z,West Ham,Crystal Palace,away,1.76,76,-7.4561403508771935
2023-04-05T16:00:00.000Z,West Ham,Newcastle,away,1.85,85.00000000000001,-7.458461538461538
2023-04-29T16:00:00.000Z,Liverpool,Tottenham,away,2.11,-100,-7.5362318840579725
2024-08-23T16:00:00.000Z,Southampton,Nottingham Forest,away,1.79,79,-7.616438356164384
2022-11-05T16:00:00.000Z,Aston Villa,Manchester Utd,away,1.88,-100,-7.703225806451613
2024-11-22T16:00:00.000Z,Bournemouth,Brighton,away,2.02,102,-7.746666666666667
2023-05-27T16:00:00.000Z,Chelsea,Newcastle,away,1.87,0,-7.7666666666666675
2023-03-03T16:00:00.000Z,Wolves,Tottenham,away,1.95,-100,-7.790163934426231
2023-12-02T16:00:00.000Z,Bournemouth,Aston Villa,away,1.8,0,-7.883870967741935
2022-08-12T16:00:00.000Z,Wolves,Fulham,away,1.97,0,-7.920792079207921
2022-09-02T16:00:00.000Z,Brentford,Leeds,away,2,-100,-7.954545454545455
2023-04-21T16:00:00.000Z,Leicester,Wolves,away,1.82,-100,-8.082191780821919
2023-09-15T16:00:00.000Z,Manchester Utd,Brighton,away,2.08,108,-8.198924731182794
2025-02-14T16:00:00.000Z,Fulham,Nottingham Forest,away,1.9,-100,-8.200000000000001
2023-03-15T16:00:00.000Z,Southampton,Brentford,away,2.02,102,-8.212837837837839
2023-12-09T16:00:00.000Z,Fulham,West Ham,away,1.9,-100,-8.267942583732058
2025-05-05T16:00:00.000Z,Crystal Palace,Nottingham Forest,away,1.93,0,-8.579710144927537
2023-11-10T16:00:00.000Z,Wolves,Tottenham,away,1.95,-100,-8.696864111498257
2023-01-21T16:00:00.000Z,Leeds,Brentford,away,1.81,0,-8.838709677419356
2024-08-23T16:00:00.000Z,Fulham,Leicester,away,1.75,-100,-8.901734104046243
2024-04-03T16:00:00.000Z,Brentford,Brighton,away,1.74,0,-8.928571428571427
2023-01-20T16:00:00.000Z,Southampton,Aston Villa,away,1.94,94,-9
2023-05-27T16:00:00.000Z,Leeds,Tottenham,away,1.75,75,-9.159533073929962
2023-05-12T16:00:00.000Z,Southampton,Fulham,away,1.85,85.00000000000001,-9.166666666666668
2022-11-04T16:00:00.000Z,Nottingham Forest,Brentford,away,1.94,0,-9.327935222672064
2024-12-20T16:00:00.000Z,Brentford,Nottingham Forest,away,1.78,78,-9.392857142857142
2024-01-13T16:00:00.000Z,Everton,Aston Villa,away,1.95,0,-9.42489270386266
2022-08-27T16:00:00.000Z,Wolves,Newcastle,away,1.96,0,-9.442622950819672
2022-09-16T16:00:00.000Z,Aston Villa,Southampton,away,2.14,-100,-9.510869565217392
2024-11-02T16:00:00.000Z,Tottenham,Aston Villa,away,1.74,-100,-9.626436781609195
2025-05-19T16:00:00.000Z,Brighton,Liverpool,away,1.93,-100,-9.681592039800996
2023-08-19T16:00:00.000Z,Aston Villa,Everton,away,1.84,-100,-9.93939393939394
2024-04-12T16:00:00.000Z,Nottingham Forest,Wolves,away,2.05,0,-9.948186528497411
2023-03-11T16:00:00.000Z,West Ham,Aston Villa,away,1.87,0,-9.97663551401869
2022-08-26T16:00:00.000Z,Liverpool,Bournemouth,away,2.01,-100,-10
2023-04-04T16:00:00.000Z,Leicester,Aston Villa,away,1.91,90.99999999999999,-10
2024-05-06T16:00:00.000Z,Crystal Palace,Manchester Utd,away,2,-100,-10.020304568527918
2023-05-27T16:00:00.000Z,Everton,Bournemouth,away,1.82,-100,-10.135135135135135
2022-08-31T16:00:00.000Z,West Ham,Tottenham,away,1.88,0,-10.149999999999999
2022-08-19T16:00:00.000Z,Fulham,Brentford,away,1.94,-100,-10.284552845528454
2022-12-30T16:00:00.000Z,West Ham,Brentford,away,2.09,108.99999999999999,-10.421052631578947
2025-02-25T16:00:00.000Z,Wolves,Fulham,away,1.81,81,-10.475336322869955
2024-01-20T16:00:00.000Z,Sheff Utd,West Ham,away,2.07,0,-10.503623188405797
2025-04-05T16:00:00.000Z,Aston Villa,Nottingham Forest,away,2.05,-100,-10.578947368421053
2023-03-10T16:00:00.000Z,Everton,Brentford,away,2,-100,-11.012145748987855
2023-03-31T16:00:00.000Z,Bournemouth,Fulham,away,2.05,-100,-11.344537815126051
2024-05-04T16:00:00.000Z,Brighton,Aston Villa,away,2.03,-100,-11.376146788990825
2024-12-04T16:00:00.000Z,Aston Villa,Brentford,away,2.02,-100,-11.50326797385621
2023-04-14T16:00:00.000Z,Everton,Fulham,away,1.98,98,-11.551724137931036
2024-04-04T16:00:00.000Z,Chelsea,Manchester Utd,away,1.79,-100,-11.59090909090909
2023-02-03T16:00:00.000Z,Chelsea,Fulham,away,1.89,0,-11.875
2024-04-20T16:00:00.000Z,Crystal Palace,West Ham,away,1.96,-100,-12.079207920792078
2024-02-16T16:00:00.000Z,Nottingham Forest,West Ham,away,1.85,-100,-12.156398104265403
2024-12-21T16:00:00.000Z,Manchester Utd,Bournemouth,away,1.89,88.99999999999999,-12.345679012345679
2025-02-22T16:00:00.000Z,Newcastle,Nottingham Forest,away,1.76,-100,-12.383720930232558
2022-08-20T16:00:00.000Z,West Ham,Brighton,away,1.78,78,-12.410714285714285
2024-12-07T16:00:00.000Z,Manchester Utd,Nottingham Forest,away,2.07,106.99999999999999,-12.715231788079471
2023-12-02T16:00:00.000Z,Chelsea,Brighton,away,1.9,-100,-12.789115646258503
2023-08-25T16:00:00.000Z,Manchester Utd,Nottingham Forest,away,1.67,-100,-12.8
2024-04-02T16:00:00.000Z,Burnley,Wolves,away,1.82,0,-12.811059907834101
2024-12-28T16:00:00.000Z,Everton,Nottingham Forest,away,1.97,97,-12.864
2022-10-22T16:00:00.000Z,Leeds,Fulham,away,2.06,106,-13.333333333333334
2023-09-16T16:00:00.000Z,Newcastle,Brentford,away,2.12,-100,-13.783783783783782
2022-08-19T16:00:00.000Z,Everton,Nottingham Forest,away,1.73,0,-13.872832369942197
2022-10-22T16:00:00.000Z,Aston Villa,Brentford,away,2.08,-100,-14.24083769633508
2022-10-24T16:00:00.000Z,West Ham,Bournemouth,away,1.81,-100,-14.594594594594597
2022-09-02T16:00:00.000Z,Wolves,Southampton,away,1.99,-100,-14.924623115577889
2025-04-21T16:00:00.000Z,Tottenham,Nottingham Forest,away,1.78,78,-15.922018348623851
2022-08-31T16:00:00.000Z,Liverpool,Newcastle,away,1.93,-100,-16.239316239316242
2022-08-12T16:00:00.000Z,Southampton,Leeds,away,1.79,0,-16.64864864864865
2023-09-23T16:00:00.000Z,Chelsea,Aston Villa,away,1.82,82,-16.867469879518072
2024-09-20T16:00:00.000Z,Tottenham,Brentford,away,1.94,-100,-17.74436090225564
2023-02-24T16:00:00.000Z,West Ham,Nottingham Forest,away,2.05,-100,-18.543046357615893
2022-09-30T16:00:00.000Z,Liverpool,Brighton,away,1.9,0,-19.548872180451127
2022-10-08T16:00:00.000Z,West Ham,Fulham,away,2.18,-100,-25.89041095890411
2024-05-18T16:00:00.000Z,Crystal Palace,Aston Villa,away,2.11,-100,-26.57718120805369
