Date,HomeTeam,AwayTeam,Score,HandicapLine,BetSide,BetOdds,Profit,Result,FactorValue,FactorComponents,AHResult
2025-02-12T16:00:00.000Z,Everton,Liverpool,2-2,+1/+1.5,HOME,1.880,88.00,WIN,1.0000,F1:1,home
2025-02-14T16:00:00.000Z,Leicester,Arsenal,0-2,+1.5/+2,HOME,1.720,-100.00,LOSS,1.5000,F1:1.5,away
2025-02-14T16:00:00.000Z,Southampton,Bournemouth,1-3,+1/+1.5,HOME,1.820,-100.00,LOSS,1.0000,F1:1,away
2025-02-14T16:00:00.000Z,Manchester City,Newcastle,4-0,-0.5/-1,AWAY,1.670,-100.00,LOSS,-0.5000,F1:-0.5,home
2025-02-14T16:00:00.000Z,Aston Villa,Ipswich,1-1,-1/-1.5,AWAY,1.950,95.00,WIN,-1.0000,F1:-1,away
2025-02-15T16:00:00.000Z,Liverpool,Wolves,2-1,-1.5/-2,AWAY,2.050,105.00,WIN,-1.5000,F1:-1.5,away
2025-02-19T16:00:00.000Z,Aston Villa,Liverpool,2-2,+0.5/+1,HOME,1.800,80.00,WIN,0.5000,F1:0.5,home
2025-02-21T16:00:00.000Z,Southampton,Brighton,0-4,+1,HOME,2.000,-100.00,LOSS,1.0000,F1:1,away
2025-02-21T16:00:00.000Z,Ipswich,Tottenham,1-4,+0.5/+1,HOME,1.670,-100.00,LOSS,0.5000,F1:0.5,away
2025-02-21T16:00:00.000Z,Bournemouth,Wolves,0-1,-0.5/-1,AWAY,2.120,112.00,WIN,-0.5000,F1:-0.5,away
2025-02-21T16:00:00.000Z,Arsenal,West Ham,0-1,-1.5/-2,AWAY,1.800,80.00,WIN,-1.5000,F1:-1.5,away
2025-02-22T16:00:00.000Z,Newcastle,Nottingham Forest,1-3,-0.5/-1,AWAY,1.760,-100.00,LOSS,-0.5000,F1:-0.5,home
2025-02-25T16:00:00.000Z,Brighton,Bournemouth,2-1,-0.5/-1,AWAY,1.710,-100.00,LOSS,-0.5000,F1:-0.5,home
2025-02-25T16:00:00.000Z,Chelsea,Southampton,4-0,-2/-2.5,AWAY,2.000,-100.00,LOSS,-2.0000,F1:-2,home
2025-02-26T16:00:00.000Z,Tottenham,Manchester City,0-1,+0.5/+1,HOME,1.830,-100.00,LOSS,0.5000,F1:0.5,away
2025-02-26T16:00:00.000Z,Liverpool,Newcastle,2-0,-1/-1.5,AWAY,2.140,-100.00,LOSS,-1.0000,F1:-1,home
2025-02-26T16:00:00.000Z,Manchester Utd,Ipswich,1-1,-1/-1.5,AWAY,1.810,0.00,PUSH,-1.0000,F1:-1,draw
2025-02-27T16:00:00.000Z,West Ham,Leicester,2-0,-0.5/-1,AWAY,1.900,-100.00,LOSS,-0.5000,F1:-0.5,home
2025-03-07T16:00:00.000Z,Nottingham Forest,Manchester City,1-0,+0.5/+1,HOME,1.730,73.00,WIN,0.5000,F1:0.5,home
2025-03-07T16:00:00.000Z,Brighton,Fulham,2-1,-0.5/-1,AWAY,1.670,-100.00,LOSS,-0.5000,F1:-0.5,home
2025-03-07T16:00:00.000Z,Crystal Palace,Ipswich,1-0,-1,AWAY,1.910,0.00,PUSH,-1.0000,F1:-1,draw
2025-03-07T16:00:00.000Z,Liverpool,Southampton,3-1,-2.5/-3,AWAY,1.840,0.00,PUSH,-2.5000,F1:-2.5,draw
2025-03-08T16:00:00.000Z,Chelsea,Leicester,1-0,-1.5/-2,AWAY,2.040,104.00,WIN,-1.5000,F1:-1.5,away
2025-03-09T16:00:00.000Z,Manchester Utd,Arsenal,1-1,+0.5/+1,HOME,1.930,93.00,WIN,0.5000,F1:0.5,home
2025-03-14T16:00:00.000Z,Ipswich,Nottingham Forest,2-4,+0.5/+1,HOME,1.710,-100.00,LOSS,0.5000,F1:0.5,away
2025-03-14T16:00:00.000Z,Manchester City,Brighton,2-2,-0.5/-1,AWAY,1.870,87.00,WIN,-0.5000,F1:-0.5,away
2025-03-15T16:00:00.000Z,Bournemouth,Brentford,1-2,-0.5/-1,AWAY,1.890,89.00,WIN,-0.5000,F1:-0.5,away
2025-03-15T16:00:00.000Z,Arsenal,Chelsea,1-0,-0.5/-1,AWAY,1.950,-100.00,LOSS,-0.5000,F1:-0.5,home
2025-03-15T16:00:00.000Z,Fulham,Tottenham,2-0,-0.5/-1,AWAY,1.760,-100.00,LOSS,-0.5000,F1:-0.5,home
2025-03-16T16:00:00.000Z,Leicester,Manchester Utd,0-3,+0.5/+1,HOME,1.830,-100.00,LOSS,0.5000,F1:0.5,away
2025-04-01T16:00:00.000Z,Arsenal,Fulham,2-1,-1/-1.5,AWAY,1.760,0.00,PUSH,-1.0000,F1:-1,draw
2025-04-02T16:00:00.000Z,Southampton,Crystal Palace,1-1,+1,HOME,1.810,81.00,WIN,1.0000,F1:1,home
2025-04-02T16:00:00.000Z,Newcastle,Brentford,2-1,-0.5/-1,AWAY,2.070,-100.00,LOSS,-0.5000,F1:-0.5,home
2025-04-02T16:00:00.000Z,Bournemouth,Ipswich,1-2,-1/-1.5,AWAY,2.020,102.00,WIN,-1.0000,F1:-1,away
2025-04-02T16:00:00.000Z,Liverpool,Everton,1-0,-1/-1.5,AWAY,1.780,0.00,PUSH,-1.0000,F1:-1,draw
2025-04-02T16:00:00.000Z,Manchester City,Leicester,2-0,-2,AWAY,1.960,0.00,PUSH,-2.0000,F1:-2,draw
2025-04-03T16:00:00.000Z,Chelsea,Tottenham,1-0,-0.5/-1,AWAY,2.090,-100.00,LOSS,-0.5000,F1:-0.5,home
2025-04-04T16:00:00.000Z,Everton,Arsenal,1-1,+0.5/+1,HOME,1.640,64.00,WIN,0.5000,F1:0.5,home
2025-04-05T16:00:00.000Z,Fulham,Liverpool,3-2,+0.5/+1,HOME,1.740,74.00,WIN,0.5000,F1:0.5,home
2025-04-05T16:00:00.000Z,Tottenham,Southampton,3-1,-1.5/-2,AWAY,1.740,-100.00,LOSS,-1.5000,F1:-1.5,home
2025-04-07T16:00:00.000Z,Leicester,Newcastle,0-3,+1/+1.5,HOME,1.880,-100.00,LOSS,1.0000,F1:1,away
2025-04-11T16:00:00.000Z,Southampton,Aston Villa,0-3,+1,HOME,2.090,-100.00,LOSS,1.0000,F1:1,away
2025-04-11T16:00:00.000Z,Nottingham Forest,Everton,0-1,-0.5/-1,AWAY,1.680,68.00,WIN,-0.5000,F1:-0.5,away
2025-04-11T16:00:00.000Z,Manchester City,Crystal Palace,5-2,-0.5/-1,AWAY,2.090,-100.00,LOSS,-0.5000,F1:-0.5,home
2025-04-11T16:00:00.000Z,Brighton,Leicester,2-2,-1.5/-2,AWAY,1.850,85.00,WIN,-1.5000,F1:-1.5,away
2025-04-12T16:00:00.000Z,Arsenal,Brentford,1-1,-0.5/-1,AWAY,2.120,112.00,WIN,-0.5000,F1:-0.5,away
2025-04-12T16:00:00.000Z,Newcastle,Manchester Utd,4-1,-1,AWAY,1.890,-100.00,LOSS,-1.0000,F1:-1,home
2025-04-12T16:00:00.000Z,Liverpool,West Ham,2-1,-1.5/-2,AWAY,1.850,85.00,WIN,-1.5000,F1:-1.5,away
2025-04-12T16:00:00.000Z,Chelsea,Ipswich,2-2,-1.5/-2,AWAY,2.110,111.00,WIN,-1.5000,F1:-1.5,away
2025-04-16T16:00:00.000Z,Newcastle,Crystal Palace,5-0,-0.5/-1,AWAY,2.070,-100.00,LOSS,-0.5000,F1:-0.5,home
2025-04-18T16:00:00.000Z,Everton,Manchester City,0-2,+0.5/+1,HOME,1.780,-100.00,LOSS,0.5000,F1:0.5,away
2025-04-18T16:00:00.000Z,West Ham,Southampton,1-1,-1,AWAY,1.870,87.00,WIN,-1.0000,F1:-1,away
2025-04-19T16:00:00.000Z,Ipswich,Arsenal,1-0,+1.5/+2,HOME,1.660,-100.00,LOSS,1.5000,F1:1.5,away
2025-04-19T16:00:00.000Z,Leicester,Liverpool,0-1,+1.5/+2,HOME,2.110,111.00,WIN,1.5000,F1:1.5,home
2025-04-22T16:00:00.000Z,Manchester City,Aston Villa,2-1,-0.5/-1,AWAY,1.750,-100.00,LOSS,-0.5000,F1:-0.5,home
2025-04-23T16:00:00.000Z,Arsenal,Crystal Palace,2-2,-1/-1.5,AWAY,2.000,100.00,WIN,-1.0000,F1:-1,away
2025-04-25T16:00:00.000Z,Southampton,Fulham,1-2,+0.5/+1,HOME,1.950,-100.00,LOSS,0.5000,F1:0.5,away
2025-04-25T16:00:00.000Z,Brighton,West Ham,3-2,-0.5/-1,AWAY,1.850,-100.00,LOSS,-0.5000,F1:-0.5,home
2025-04-25T16:00:00.000Z,Chelsea,Everton,1-0,-1/-1.5,AWAY,1.850,0.00,PUSH,-1.0000,F1:-1,draw
2025-04-25T16:00:00.000Z,Wolves,Leicester,3-0,-1,AWAY,1.900,-100.00,LOSS,-1.0000,F1:-1,home
2025-04-25T16:00:00.000Z,Newcastle,Ipswich,0-4,-2/-2.5,AWAY,1.780,-100.00,LOSS,-2.0000,F1:-2,home
2025-04-26T16:00:00.000Z,Bournemouth,Manchester Utd,1-1,-0.5/-1,AWAY,1.710,71.00,WIN,-0.5000,F1:-0.5,away
2025-04-26T16:00:00.000Z,Liverpool,Tottenham,5-1,-2,AWAY,1.990,-100.00,LOSS,-2.0000,F1:-2,home
2025-05-02T16:00:00.000Z,Aston Villa,Fulham,1-0,-0.5/-1,AWAY,1.820,-100.00,LOSS,-0.5000,F1:-0.5,home
2025-05-02T16:00:00.000Z,Manchester City,Wolves,1-0,-1/-1.5,AWAY,2.190,0.00,PUSH,-1.0000,F1:-1,draw
2025-05-02T16:00:00.000Z,Everton,Ipswich,0-2,-1,AWAY,1.960,96.00,WIN,-1.0000,F1:-1,away
2025-05-03T16:00:00.000Z,Arsenal,Bournemouth,1-2,-0.5/-1,AWAY,2.070,107.00,WIN,-0.5000,F1:-0.5,away
2025-05-03T16:00:00.000Z,Brentford,Manchester Utd,4-3,-0.5/-1,AWAY,2.050,-100.00,LOSS,-0.5000,F1:-0.5,home
2025-05-09T16:00:00.000Z,Southampton,Manchester City,0-0,+2,HOME,1.920,92.00,WIN,2.0000,F1:2,home
2025-05-09T16:00:00.000Z,Ipswich,Brentford,0-1,+1,HOME,2.070,0.00,PUSH,1.0000,F1:1,draw
2025-05-09T16:00:00.000Z,Fulham,Everton,1-3,-0.5/-1,AWAY,1.820,82.00,WIN,-0.5000,F1:-0.5,away
2025-05-10T16:00:00.000Z,Manchester Utd,West Ham,0-2,-0.5/-1,AWAY,1.690,69.00,WIN,-0.5000,F1:-0.5,away
2025-05-10T16:00:00.000Z,Nottingham Forest,Leicester,2-2,-1/-1.5,AWAY,2.040,104.00,WIN,-1.0000,F1:-1,away
2025-05-16T16:00:00.000Z,Chelsea,Manchester Utd,1-0,-1,AWAY,1.910,0.00,PUSH,-1.0000,F1:-1,draw
2025-05-16T16:00:00.000Z,Aston Villa,Tottenham,4-1,-1.5/-2,AWAY,1.980,-100.00,LOSS,-1.5000,F1:-1.5,home
2025-05-17T16:00:00.000Z,Arsenal,Newcastle,1-0,-0.5/-1,AWAY,1.750,-100.00,LOSS,-0.5000,F1:-0.5,home
2025-05-17T16:00:00.000Z,Everton,Southampton,2-0,-1/-1.5,AWAY,1.960,-100.00,LOSS,-1.0000,F1:-1,home
2025-05-20T16:00:00.000Z,Manchester City,Bournemouth,3-1,-1.5/-2,AWAY,1.720,-100.00,LOSS,-1.5000,F1:-1.5,home
2025-05-24T16:00:00.000Z,Southampton,Arsenal,1-2,+1.5/+2,HOME,1.930,93.00,WIN,1.5000,F1:1.5,home
2025-05-24T16:00:00.000Z,Fulham,Manchester City,0-2,+1,HOME,1.980,-100.00,LOSS,1.0000,F1:1,away
2025-05-24T16:00:00.000Z,Manchester Utd,Aston Villa,2-0,+0.5/+1,HOME,1.980,98.00,WIN,0.5000,F1:0.5,home
2025-05-24T16:00:00.000Z,Tottenham,Brighton,1-4,+0.5/+1,HOME,1.720,-100.00,LOSS,0.5000,F1:0.5,away
2025-05-24T16:00:00.000Z,Liverpool,Crystal Palace,1-1,-1.5/-2,AWAY,1.730,73.00,WIN,-1.5000,F1:-1.5,away
2025-05-24T16:00:00.000Z,Bournemouth,Leicester,2-0,-1.5/-2,AWAY,1.730,-100.00,LOSS,-1.5000,F1:-1.5,home
2025-05-24T16:00:00.000Z,Newcastle,Everton,0-1,-1.5/-2,AWAY,1.890,89.00,WIN,-1.5000,F1:-1.5,away
